,pokedex_number,Number,name,attack,defense,sp_attack,sp_defense,speed,hp,base_total,base_egg_steps,base_happiness,capture_rate,experience_growth,generation,is_legendary,Total Fights,Win Percentage,bug,dark,dragon,electric,fairy,fighting,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,bug2,dark2,dragon2,electric2,fairy2,fighting2,fire2,flying2,ghost2,grass2,ground2,ice2,none,normal2,poison2,psychic2,rock2,steel2,water2
662,663,732.0,Talonflame,81,71,74,69,126,78,499,3840,70,45,1059860,6,0,132.0,0.9090909090909091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
663,664,733.0,Scatterbug,35,40,27,25,35,38,200,3840,70,255,1000000,6,0,134.0,0.08208955223880597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
664,665,734.0,Spewpa,22,60,27,30,29,45,213,3840,70,120,1000000,6,0,133.0,0.07518796992481203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
665,666,735.0,Vivillon,52,50,90,50,89,80,411,3840,70,45,1000000,6,0,120.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,667,736.0,Litleo,50,58,73,54,72,62,369,5120,70,220,1059860,6,0,124.0,0.4435483870967742,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,668,737.0,Pyroar,68,72,109,66,106,86,507,5120,70,65,1059860,6,0,121.0,0.8099173553719008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
668,669,738.0,Flabébé,38,39,61,79,42,44,303,5120,70,225,1000000,6,0,151.0,0.2251655629139073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
669,670,739.0,Floette,65,67,125,128,92,74,551,5120,70,120,1000000,6,0,121.0,0.39669421487603307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
670,671,740.0,Florges,65,68,112,154,75,78,552,5120,70,45,1000000,6,0,121.0,0.628099173553719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
671,672,741.0,Skiddo,65,48,62,57,52,66,350,5120,70,200,1000000,6,0,127.0,0.36220472440944884,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
672,673,742.0,Gogoat,100,62,97,81,68,123,531,5120,70,45,1000000,6,0,129.0,0.4806201550387597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
673,674,743.0,Pancham,82,62,46,48,43,67,348,6400,70,220,1000000,6,0,118.0,0.22033898305084745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
674,675,744.0,Pangoro,124,78,69,71,58,95,495,6400,70,65,1000000,6,0,123.0,0.37398373983739835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,676,745.0,Furfrou,80,60,65,90,102,75,472,5120,70,160,1000000,6,0,131.0,0.8625954198473282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,677,746.0,Espurr,48,54,63,60,68,62,355,5120,70,190,1000000,6,0,112.0,0.5178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,679,749.0,Honedge,80,100,35,37,28,45,325,5120,70,180,1000000,6,0,112.0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
679,680,750.0,Doublade,110,150,45,49,35,59,448,5120,70,90,1000000,6,0,132.0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
681,682,753.0,Spritzee,52,60,63,65,23,78,341,5120,70,200,1000000,6,0,133.0,0.06015037593984962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
682,683,754.0,Aromatisse,72,72,99,89,29,101,462,5120,70,140,1000000,6,0,129.0,0.1937984496124031,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
683,684,755.0,Swirlix,48,66,59,57,49,62,341,5120,70,200,1000000,6,0,121.0,0.33884297520661155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
684,685,756.0,Slurpuff,80,86,85,75,72,82,480,5120,70,140,1000000,6,0,131.0,0.6183206106870229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
685,686,757.0,Inkay,54,53,37,46,45,53,288,5120,70,190,1000000,6,0,110.0,0.3090909090909091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
686,687,758.0,Malamar,92,88,68,75,73,86,482,5120,70,80,1000000,6,0,158.0,0.6835443037974683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
687,688,759.0,Binacle,52,67,39,56,50,42,306,5120,70,120,1000000,6,0,129.0,0.2868217054263566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,689,760.0,Barbaracle,105,115,54,86,68,72,500,5120,70,45,1000000,6,0,134.0,0.5149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,690,761.0,Skrelp,60,60,60,60,30,50,320,5120,70,225,1000000,6,0,124.0,0.11290322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
690,691,762.0,Dragalge,75,90,97,123,44,65,494,5120,70,55,1000000,6,0,156.0,0.1987179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,692,763.0,Clauncher,53,62,58,63,44,50,330,3840,70,225,1250000,6,0,124.0,0.13709677419354838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
692,693,764.0,Clawitzer,73,88,120,89,59,71,500,3840,70,55,1250000,6,0,147.0,0.43537414965986393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
693,694,765.0,Helioptile,38,33,61,43,70,44,289,5120,70,190,1000000,6,0,112.0,0.5267857142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
694,695,766.0,Heliolisk,55,52,109,94,109,62,481,5120,70,75,1000000,6,0,120.0,0.7833333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
695,696,767.0,Tyrunt,89,77,45,45,48,58,362,7680,70,45,1000000,6,0,107.0,0.3177570093457944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,697,768.0,Tyrantrum,121,119,69,59,71,82,521,7680,70,45,1000000,6,0,152.0,0.5394736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,698,769.0,Amaura,59,50,67,63,46,77,362,7680,70,45,1000000,6,0,121.0,0.23140495867768596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
698,699,770.0,Aurorus,77,72,99,92,58,123,521,7680,70,45,1000000,6,0,132.0,0.4621212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
699,700,771.0,Sylveon,65,65,110,130,60,95,525,8960,70,45,1000000,6,0,122.0,0.4016393442622951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700,701,772.0,Hawlucha,92,75,74,63,118,78,500,5120,70,100,1000000,6,0,121.0,0.8842975206611571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
701,702,773.0,Dedenne,58,57,81,67,101,67,431,5120,70,180,1000000,6,0,124.0,0.8790322580645161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,703,774.0,Carbink,50,150,50,150,50,50,500,6400,70,60,1250000,6,0,140.0,0.2571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,704,775.0,Goomy,50,35,55,75,40,45,300,10240,35,45,1250000,6,0,117.0,0.21367521367521367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
704,705,776.0,Sliggoo,75,53,83,113,60,68,452,10240,35,45,1250000,6,0,130.0,0.45384615384615384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
705,706,777.0,Goodra,100,70,110,150,80,90,600,10240,35,45,1250000,6,0,106.0,0.6037735849056604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
706,707,778.0,Klefki,80,91,80,87,75,57,470,5120,70,75,800000,6,0,122.0,0.5737704918032787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,708,779.0,Phantump,70,48,50,60,38,43,309,5120,70,120,1000000,6,0,138.0,0.2391304347826087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
708,709,780.0,Trevenant,110,76,65,82,56,85,474,5120,70,60,1000000,6,0,150.0,0.3933333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
711,712,789.0,Bergmite,69,85,32,35,28,55,304,5120,70,190,1000000,6,0,129.0,0.09302325581395349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,713,790.0,Avalugg,117,184,44,46,28,95,514,5120,70,55,1000000,6,0,121.0,0.2975206611570248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
713,714,791.0,Noibat,30,35,45,40,55,40,245,5120,70,190,1000000,6,0,127.0,0.31496062992125984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,715,792.0,Noivern,70,80,97,80,123,85,535,5120,70,45,1000000,6,0,115.0,0.9304347826086956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,716,793.0,Xerneas,131,95,131,98,99,126,680,30720,0,45,1250000,6,1,129.0,0.8294573643410853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
716,717,794.0,Yveltal,131,95,131,98,99,126,680,30720,0,45,1250000,6,1,137.0,0.8102189781021898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
718,719,796.0,Diancie,160,110,160,110,110,50,700,6400,70,3,1250000,6,1,105.0,0.37142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,721,800.0,Volcanion,110,120,130,90,70,80,600,30720,100,3,1250000,6,1,121.0,0.6198347107438017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
